order_id,customer_id,order_date,status,country,signup_date,year,month,month_name,quarter,day_name,year_month,first_order_date,days_since_first_order
258,51,2024-10-19,Completed,Germany,2024-02-03,2024,10,October,4,Saturday,2024-10,2024-02-10,252
259,264,2024-06-19,Completed,France,2023-01-02,2024,6,June,2,Wednesday,2024-06,2024-03-02,109
260,283,2024-07-01,Completed,Italy,2023-01-21,2024,7,July,3,Monday,2024-07,2024-03-04,119
261,27,2024-12-29,Completed,Morocco,2024-02-23,2024,12,December,4,Sunday,2024-12,2024-12-29,0
262,226,2024-02-08,Returned,Morocco,2024-03-13,2024,2,February,1,Thursday,2024-02,2024-02-08,0
263,277,2024-01-15,Completed,Germany,2023-07-19,2024,1,January,1,Monday,2024-01,2024-01-15,0
264,286,2024-01-04,Completed,Spain,2023-10-06,2024,1,January,1,Thursday,2024-01,2024-01-04,0
265,97,2024-12-14,Returned,Spain,2023-12-17,2024,12,December,4,Saturday,2024-12,2024-08-11,125
266,284,2024-07-28,Completed,Morocco,2023-08-22,2024,7,July,3,Sunday,2024-07,2024-06-16,42
267,147,2024-06-09,Completed,Germany,2024-05-08,2024,6,June,2,Sunday,2024-06,2024-01-12,149
268,4,2024-01-16,Completed,France,2023-01-03,2024,1,January,1,Tuesday,2024-01,2024-01-16,0
269,35,2024-04-17,Cancelled,Spain,2023-11-14,2024,4,April,2,Wednesday,2024-04,2024-03-28,20
270,192,2024-11-06,Completed,Italy,2023-08-10,2024,11,November,4,Wednesday,2024-11,2024-01-12,299
271,49,2024-08-14,Completed,Spain,2024-01-28,2024,8,August,3,Wednesday,2024-08,2024-03-27,140
272,17,2024-06-18,Completed,Morocco,2023-06-15,2024,6,June,2,Tuesday,2024-06,2024-06-18,0
273,172,2024-02-03,Returned,Italy,2023-07-18,2024,2,February,1,Saturday,2024-02,2024-01-09,25
274,220,2024-09-07,Completed,France,2024-01-29,2024,9,September,3,Saturday,2024-09,2024-06-14,85
275,158,2024-09-03,Completed,Italy,2024-01-02,2024,9,September,3,Tuesday,2024-09,2024-02-29,187
276,46,2024-09-25,Completed,Italy,2023-12-25,2024,9,September,3,Wednesday,2024-09,2024-06-27,90
277,6,2024-05-20,Completed,Italy,2023-07-13,2024,5,May,2,Monday,2024-05,2024-01-12,129
278,99,2024-09-30,Completed,Italy,2024-01-09,2024,9,September,3,Monday,2024-09,2024-01-13,261
279,233,2024-04-05,Returned,Spain,2023-05-29,2024,4,April,2,Friday,2024-04,2024-01-25,71
280,37,2024-08-14,Completed,Italy,2023-08-29,2024,8,August,3,Wednesday,2024-08,2024-08-02,12
281,280,2024-02-08,Completed,Italy,2023-01-31,2024,2,February,1,Thursday,2024-02,2024-02-08,0
282,181,2024-10-28,Completed,Spain,2023-10-27,2024,10,October,4,Monday,2024-10,2024-10-11,17
283,95,2024-01-29,Cancelled,Spain,2023-11-23,2024,1,January,1,Monday,2024-01,2024-01-01,28
284,99,2024-11-13,Completed,Italy,2024-01-09,2024,11,November,4,Wednesday,2024-11,2024-01-13,305
285,188,2024-09-01,Completed,Germany,2023-07-30,2024,9,September,3,Sunday,2024-09,2024-06-26,67
286,116,2024-08-23,Cancelled,France,2023-07-16,2024,8,August,3,Friday,2024-08,2024-08-23,0
287,191,2024-07-03,Cancelled,Italy,2024-04-19,2024,7,July,3,Wednesday,2024-07,2024-05-24,40
288,253,2024-09-28,Cancelled,Morocco,2023-05-19,2024,9,September,3,Saturday,2024-09,2024-01-07,265
289,161,2024-08-23,Returned,Germany,2023-12-24,2024,8,August,3,Friday,2024-08,2024-05-10,105
290,256,2024-08-26,Completed,Germany,2023-06-03,2024,8,August,3,Monday,2024-08,2024-02-15,193
291,128,2024-09-22,Completed,Italy,2024-03-20,2024,9,September,3,Sunday,2024-09,2024-01-14,252
292,18,2024-12-24,Completed,Morocco,2023-01-26,2024,12,December,4,Tuesday,2024-12,2024-12-24,0
293,281,2024-12-05,Cancelled,France,2023-05-18,2024,12,December,4,Thursday,2024-12,2024-06-07,181
294,223,2024-03-05,Completed,Spain,2023-12-15,2024,3,March,1,Tuesday,2024-03,2024-02-09,25
295,54,2024-06-25,Completed,Morocco,2023-06-12,2024,6,June,2,Tuesday,2024-06,2024-01-22,155
296,58,2024-01-03,Completed,Morocco,2023-12-05,2024,1,January,1,Wednesday,2024-01,2024-01-03,0
297,174,2024-05-21,Completed,Italy,2023-08-09,2024,5,May,2,Tuesday,2024-05,2024-05-21,0
298,280,2024-06-06,Completed,Italy,2023-01-31,2024,6,June,2,Thursday,2024-06,2024-02-08,119
299,114,2024-11-19,Returned,Morocco,2023-05-22,2024,11,November,4,Tuesday,2024-11,2024-02-08,285
300,288,2024-05-25,Returned,France,2024-02-20,2024,5,May,2,Saturday,2024-05,2024-05-25,0
301,151,2024-10-19,Completed,Germany,2023-06-06,2024,10,October,4,Saturday,2024-10,2024-02-26,236
302,127,2024-06-01,Completed,Italy,2023-01-29,2024,6,June,2,Saturday,2024-06,2024-02-21,101
303,155,2024-07-11,Completed,France,2024-01-26,2024,7,July,3,Thursday,2024-07,2024-01-04,189
304,273,2024-03-13,Completed,Germany,2023-08-16,2024,3,March,1,Wednesday,2024-03,2024-03-13,0
305,104,2024-10-31,Cancelled,Spain,2023-02-05,2024,10,October,4,Thursday,2024-10,2024-03-17,228
306,299,2024-12-09,Completed,France,2023-03-02,2024,12,December,4,Monday,2024-12,2024-10-28,42
307,246,2024-05-19,Completed,Germany,2023-09-06,2024,5,May,2,Sunday,2024-05,2024-05-19,0
308,176,2024-07-05,Cancelled,France,2023-09-01,2024,7,July,3,Friday,2024-07,2024-05-31,35
309,39,2024-10-19,Completed,Morocco,2024-02-15,2024,10,October,4,Saturday,2024-10,2024-01-10,283
310,170,2024-03-01,Completed,Morocco,2023-09-07,2024,3,March,1,Friday,2024-03,2024-03-01,0
311,247,2024-07-16,Completed,Spain,2024-05-12,2024,7,July,3,Tuesday,2024-07,2024-01-25,173
312,26,2024-10-21,Completed,Spain,2023-07-24,2024,10,October,4,Monday,2024-10,2024-01-08,287
313,13,2024-11-14,Completed,Italy,2024-02-10,2024,11,November,4,Thursday,2024-11,2024-06-01,166
314,36,2024-10-28,Completed,Italy,2024-01-03,2024,10,October,4,Monday,2024-10,2024-02-15,256
315,173,2024-12-09,Completed,Morocco,2024-04-28,2024,12,December,4,Monday,2024-12,2024-01-27,317
316,20,2024-01-11,Cancelled,France,2024-04-18,2024,1,January,1,Thursday,2024-01,2024-01-11,0
317,264,2024-03-02,Completed,France,2023-01-02,2024,3,March,1,Saturday,2024-03,2024-03-02,0
318,142,2024-11-28,Completed,Germany,2024-03-15,2024,11,November,4,Thursday,2024-11,2024-01-08,325
319,143,2024-08-13,Completed,Italy,2023-08-24,2024,8,August,3,Tuesday,2024-08,2024-01-19,207
320,92,2024-06-01,Completed,Spain,2023-09-01,2024,6,June,2,Saturday,2024-06,2024-04-14,48
321,288,2024-07-17,Completed,France,2024-02-20,2024,7,July,3,Wednesday,2024-07,2024-05-25,53
322,215,2024-02-21,Completed,Germany,2024-02-15,2024,2,February,1,Wednesday,2024-02,2024-02-02,19
323,51,2024-09-16,Completed,Germany,2024-02-03,2024,9,September,3,Monday,2024-09,2024-02-10,219
324,153,2024-02-28,Returned,Germany,2023-06-13,2024,2,February,1,Wednesday,2024-02,2024-02-28,0
325,186,2024-03-12,Completed,Germany,2023-01-29,2024,3,March,1,Tuesday,2024-03,2024-03-12,0
326,63,2024-05-27,Completed,Spain,2024-03-03,2024,5,May,2,Monday,2024-05,2024-01-09,139
327,190,2024-12-14,Cancelled,Spain,2023-10-20,2024,12,December,4,Saturday,2024-12,2024-01-08,341
328,125,2024-03-03,Completed,France,2023-05-07,2024,3,March,1,Sunday,2024-03,2024-03-03,0
329,150,2024-11-05,Completed,Morocco,2024-02-07,2024,11,November,4,Tuesday,2024-11,2024-09-27,39
330,58,2024-08-30,Completed,Morocco,2023-12-05,2024,8,August,3,Friday,2024-08,2024-01-03,240
331,180,2024-11-25,Completed,Italy,2023-04-03,2024,11,November,4,Monday,2024-11,2024-04-22,217
332,170,2024-04-16,Completed,Morocco,2023-09-07,2024,4,April,2,Tuesday,2024-04,2024-03-01,46
333,271,2024-08-13,Completed,France,2023-08-29,2024,8,August,3,Tuesday,2024-08,2024-05-30,75
334,54,2024-11-08,Completed,Morocco,2023-06-12,2024,11,November,4,Friday,2024-11,2024-01-22,291
335,101,2024-08-05,Completed,Germany,2024-01-10,2024,8,August,3,Monday,2024-08,2024-01-02,216
336,264,2024-08-28,Completed,France,2023-01-02,2024,8,August,3,Wednesday,2024-08,2024-03-02,179
337,53,2024-09-15,Completed,France,2023-11-04,2024,9,September,3,Sunday,2024-09,2024-01-02,257
338,60,2024-09-18,Completed,Spain,2024-04-15,2024,9,September,3,Wednesday,2024-09,2024-09-18,0
339,108,2024-01-05,Completed,Italy,2023-06-04,2024,1,January,1,Friday,2024-01,2024-01-05,0
340,5,2024-09-17,Completed,Italy,2024-02-05,2024,9,September,3,Tuesday,2024-09,2024-01-22,239
341,103,2024-02-23,Returned,Italy,2023-03-22,2024,2,February,1,Friday,2024-02,2024-01-25,29
342,196,2024-02-16,Completed,Spain,2023-09-16,2024,2,February,1,Friday,2024-02,2024-02-16,0
343,262,2024-08-02,Completed,Morocco,2023-10-03,2024,8,August,3,Friday,2024-08,2024-08-02,0
344,47,2024-06-25,Completed,Italy,2024-01-16,2024,6,June,2,Tuesday,2024-06,2024-02-06,140
345,144,2024-01-09,Completed,France,2023-06-22,2024,1,January,1,Tuesday,2024-01,2024-01-09,0
346,269,2024-04-08,Cancelled,Italy,2023-03-19,2024,4,April,2,Monday,2024-04,2024-04-08,0
347,124,2024-01-20,Returned,Morocco,2023-01-19,2024,1,January,1,Saturday,2024-01,2024-01-20,0
348,106,2024-08-28,Completed,France,2023-05-09,2024,8,August,3,Wednesday,2024-08,2024-01-27,214
349,158,2024-03-01,Completed,Italy,2024-01-02,2024,3,March,1,Friday,2024-03,2024-02-29,1
350,147,2024-06-26,Completed,Germany,2024-05-08,2024,6,June,2,Wednesday,2024-06,2024-01-12,166
351,145,2024-12-03,Cancelled,France,2023-06-07,2024,12,December,4,Tuesday,2024-12,2024-08-04,121
352,120,2024-03-02,Completed,Spain,2023-03-20,2024,3,March,1,Saturday,2024-03,2024-02-16,15
353,275,2024-05-24,Completed,France,2023-08-24,2024,5,May,2,Friday,2024-05,2024-05-24,0
354,92,2024-08-03,Completed,Spain,2023-09-01,2024,8,August,3,Saturday,2024-08,2024-04-14,111
355,58,2024-01-03,Completed,Morocco,2023-12-05,2024,1,January,1,Wednesday,2024-01,2024-01-03,0
356,229,2024-06-08,Completed,France,2023-04-05,2024,6,June,2,Saturday,2024-06,2024-01-12,148
357,117,2024-08-14,Completed,Spain,2024-04-15,2024,8,August,3,Wednesday,2024-08,2024-04-02,134
358,279,2024-09-25,Completed,Spain,2024-01-25,2024,9,September,3,Wednesday,2024-09,2024-09-25,0
359,127,2024-04-29,Completed,Italy,2023-01-29,2024,4,April,2,Monday,2024-04,2024-02-21,68
360,129,2024-03-29,Completed,France,2024-03-29,2024,3,March,1,Friday,2024-03,2024-01-17,72
361,58,2024-11-24,Completed,Morocco,2023-12-05,2024,11,November,4,Sunday,2024-11,2024-01-03,326
362,122,2024-03-08,Completed,Germany,2023-06-10,2024,3,March,1,Friday,2024-03,2024-03-08,0
363,1,2024-12-22,Completed,Spain,2023-05-15,2024,12,December,4,Sunday,2024-12,2024-01-01,356
364,239,2024-04-07,Completed,Spain,2023-07-13,2024,4,April,2,Sunday,2024-04,2024-01-26,72
365,290,2024-09-23,Completed,Germany,2024-04-02,2024,9,September,3,Monday,2024-09,2024-02-09,227
366,96,2024-04-14,Completed,Germany,2024-01-31,2024,4,April,2,Sunday,2024-04,2024-01-11,94
367,126,2024-11-18,Completed,France,2023-07-24,2024,11,November,4,Monday,2024-11,2024-03-20,243
368,118,2024-05-02,Completed,Morocco,2023-04-19,2024,5,May,2,Thursday,2024-05,2024-01-03,120
369,48,2024-01-29,Completed,Italy,2023-12-24,2024,1,January,1,Monday,2024-01,2024-01-29,0
370,89,2024-05-16,Cancelled,Morocco,2024-03-04,2024,5,May,2,Thursday,2024-05,2024-05-16,0
371,237,2024-07-13,Completed,Italy,2023-06-27,2024,7,July,3,Saturday,2024-07,2024-03-22,113
372,272,2024-08-13,Cancelled,Italy,2023-05-21,2024,8,August,3,Tuesday,2024-08,2024-03-12,154
373,189,2024-11-27,Completed,Germany,2023-06-03,2024,11,November,4,Wednesday,2024-11,2024-01-18,314
374,192,2024-06-18,Completed,Italy,2023-08-10,2024,6,June,2,Tuesday,2024-06,2024-01-12,158
375,69,2024-01-09,Completed,Germany,2024-02-13,2024,1,January,1,Tuesday,2024-01,2024-01-09,0
376,278,2024-02-09,Completed,Spain,2024-03-25,2024,2,February,1,Friday,2024-02,2024-02-09,0
377,247,2024-01-25,Completed,Spain,2024-05-12,2024,1,January,1,Thursday,2024-01,2024-01-25,0
378,76,2024-09-17,Completed,Spain,2023-02-07,2024,9,September,3,Tuesday,2024-09,2024-07-14,65
379,154,2024-08-13,Completed,Morocco,2023-05-27,2024,8,August,3,Tuesday,2024-08,2024-01-10,216
380,144,2024-05-03,Completed,France,2023-06-22,2024,5,May,2,Friday,2024-05,2024-01-09,115
381,86,2024-02-07,Completed,Morocco,2024-02-17,2024,2,February,1,Wednesday,2024-02,2024-02-07,0
382,185,2024-11-23,Completed,France,2023-06-07,2024,11,November,4,Saturday,2024-11,2024-11-23,0
383,285,2024-09-07,Completed,Spain,2023-07-21,2024,9,September,3,Saturday,2024-09,2024-01-26,225
384,220,2024-06-24,Completed,France,2024-01-29,2024,6,June,2,Monday,2024-06,2024-06-14,10
385,69,2024-03-30,Completed,Germany,2024-02-13,2024,3,March,1,Saturday,2024-03,2024-01-09,81
386,47,2024-02-06,Completed,Italy,2024-01-16,2024,2,February,1,Tuesday,2024-02,2024-02-06,0
387,94,2024-11-11,Completed,Germany,2024-04-25,2024,11,November,4,Monday,2024-11,2024-10-25,17
388,238,2024-06-24,Completed,Spain,2024-02-29,2024,6,June,2,Monday,2024-06,2024-06-24,0
389,204,2024-10-10,Returned,Germany,2023-11-25,2024,10,October,4,Thursday,2024-10,2024-10-10,0
390,218,2024-03-21,Returned,Germany,2024-04-12,2024,3,March,1,Thursday,2024-03,2024-03-21,0
391,39,2024-04-23,Completed,Morocco,2024-02-15,2024,4,April,2,Tuesday,2024-04,2024-01-10,104
392,100,2024-02-09,Completed,Italy,2024-02-08,2024,2,February,1,Friday,2024-02,2024-02-06,3
393,289,2024-10-27,Completed,Italy,2023-05-28,2024,10,October,4,Sunday,2024-10,2024-03-22,219
394,254,2024-08-11,Completed,Germany,2023-08-09,2024,8,August,3,Sunday,2024-08,2024-03-26,138
395,222,2024-11-13,Completed,Spain,2023-07-10,2024,11,November,4,Wednesday,2024-11,2024-05-06,191
396,23,2024-12-14,Completed,Spain,2023-04-02,2024,12,December,4,Saturday,2024-12,2024-05-11,217
397,250,2024-04-24,Cancelled,Germany,2023-06-07,2024,4,April,2,Wednesday,2024-04,2024-04-24,0
398,10,2024-07-04,Completed,Italy,2024-01-05,2024,7,July,3,Thursday,2024-07,2024-01-05,181
399,246,2024-11-18,Completed,Germany,2023-09-06,2024,11,November,4,Monday,2024-11,2024-05-19,183
400,100,2024-02-25,Completed,Italy,2024-02-08,2024,2,February,1,Sunday,2024-02,2024-02-06,19
401,290,2024-02-09,Completed,Germany,2024-04-02,2024,2,February,1,Friday,2024-02,2024-02-09,0
402,180,2024-12-19,Completed,Italy,2023-04-03,2024,12,December,4,Thursday,2024-12,2024-04-22,241
403,223,2024-02-09,Completed,Spain,2023-12-15,2024,2,February,1,Friday,2024-02,2024-02-09,0
404,250,2024-12-12,Completed,Germany,2023-06-07,2024,12,December,4,Thursday,2024-12,2024-04-24,232
405,147,2024-08-24,Completed,Germany,2024-05-08,2024,8,August,3,Saturday,2024-08,2024-01-12,225
406,96,2024-10-15,Cancelled,Germany,2024-01-31,2024,10,October,4,Tuesday,2024-10,2024-01-11,278
407,257,2024-09-18,Completed,Italy,2023-09-06,2024,9,September,3,Wednesday,2024-09,2024-05-25,116
408,4,2024-08-03,Completed,France,2023-01-03,2024,8,August,3,Saturday,2024-08,2024-01-16,200
409,16,2024-05-26,Completed,Germany,2024-01-25,2024,5,May,2,Sunday,2024-05,2024-05-26,0
410,280,2024-12-01,Returned,Italy,2023-01-31,2024,12,December,4,Sunday,2024-12,2024-02-08,297
411,247,2024-06-16,Completed,Spain,2024-05-12,2024,6,June,2,Sunday,2024-06,2024-01-25,143
412,258,2024-04-01,Completed,Morocco,2023-10-06,2024,4,April,2,Monday,2024-04,2024-04-01,0
413,160,2024-12-18,Cancelled,France,2023-05-11,2024,12,December,4,Wednesday,2024-12,2024-03-16,277
414,152,2024-02-28,Cancelled,Morocco,2023-09-15,2024,2,February,1,Wednesday,2024-02,2024-02-16,12
415,178,2024-02-28,Completed,France,2023-11-20,2024,2,February,1,Wednesday,2024-02,2024-02-28,0
416,163,2024-10-30,Cancelled,Spain,2023-07-27,2024,10,October,4,Wednesday,2024-10,2024-01-29,275
417,33,2024-06-17,Completed,Italy,2023-04-11,2024,6,June,2,Monday,2024-06,2024-05-07,41
418,179,2024-09-25,Completed,Spain,2023-05-08,2024,9,September,3,Wednesday,2024-09,2024-04-07,171
419,101,2024-12-28,Completed,Germany,2024-01-10,2024,12,December,4,Saturday,2024-12,2024-01-02,361
420,268,2024-02-14,Completed,France,2023-05-10,2024,2,February,1,Wednesday,2024-02,2024-02-14,0
421,65,2024-12-10,Completed,France,2023-08-31,2024,12,December,4,Tuesday,2024-12,2024-08-29,103
422,168,2024-06-29,Completed,France,2024-04-22,2024,6,June,2,Saturday,2024-06,2024-03-15,106
423,43,2024-06-18,Completed,France,2023-06-22,2024,6,June,2,Tuesday,2024-06,2024-06-18,0
424,44,2024-12-21,Completed,France,2023-02-04,2024,12,December,4,Saturday,2024-12,2024-01-07,349
425,285,2024-07-09,Completed,Spain,2023-07-21,2024,7,July,3,Tuesday,2024-07,2024-01-26,165
426,12,2024-06-03,Completed,France,2024-03-11,2024,6,June,2,Monday,2024-06,2024-04-26,38
427,95,2024-07-06,Completed,Spain,2023-11-23,2024,7,July,3,Saturday,2024-07,2024-01-01,187
428,253,2024-01-07,Completed,Morocco,2023-05-19,2024,1,January,1,Sunday,2024-01,2024-01-07,0
429,242,2024-05-12,Completed,France,2023-12-02,2024,5,May,2,Sunday,2024-05,2024-01-12,121
430,35,2024-08-22,Completed,Spain,2023-11-14,2024,8,August,3,Thursday,2024-08,2024-03-28,147
431,215,2024-02-14,Returned,Germany,2024-02-15,2024,2,February,1,Wednesday,2024-02,2024-02-02,12
432,90,2024-11-09,Completed,Italy,2023-08-23,2024,11,November,4,Saturday,2024-11,2024-01-23,291
433,264,2024-09-05,Completed,France,2023-01-02,2024,9,September,3,Thursday,2024-09,2024-03-02,187
434,93,2024-01-31,Completed,Germany,2023-12-24,2024,1,January,1,Wednesday,2024-01,2024-01-31,0
435,90,2024-01-23,Completed,Italy,2023-08-23,2024,1,January,1,Tuesday,2024-01,2024-01-23,0
436,115,2024-06-08,Completed,Italy,2023-12-22,2024,6,June,2,Saturday,2024-06,2024-06-08,0
437,105,2024-12-28,Returned,France,2023-03-08,2024,12,December,4,Saturday,2024-12,2024-12-24,4
438,196,2024-06-06,Completed,Spain,2023-09-16,2024,6,June,2,Thursday,2024-06,2024-02-16,111
439,114,2024-02-08,Completed,Morocco,2023-05-22,2024,2,February,1,Thursday,2024-02,2024-02-08,0
440,75,2024-03-22,Completed,Spain,2023-07-03,2024,3,March,1,Friday,2024-03,2024-01-12,70
441,217,2024-12-21,Completed,Italy,2023-02-01,2024,12,December,4,Saturday,2024-12,2024-04-01,264
442,277,2024-09-14,Completed,Germany,2023-07-19,2024,9,September,3,Saturday,2024-09,2024-01-15,243
443,249,2024-07-24,Completed,Italy,2023-06-02,2024,7,July,3,Wednesday,2024-07,2024-07-24,0
444,164,2024-03-17,Completed,Germany,2024-03-25,2024,3,March,1,Sunday,2024-03,2024-01-15,62
445,192,2024-01-12,Completed,Italy,2023-08-10,2024,1,January,1,Friday,2024-01,2024-01-12,0
446,227,2024-10-21,Completed,Spain,2023-09-21,2024,10,October,4,Monday,2024-10,2024-06-01,142
447,177,2024-08-11,Returned,Spain,2024-02-27,2024,8,August,3,Sunday,2024-08,2024-03-12,152
448,99,2024-01-13,Completed,Italy,2024-01-09,2024,1,January,1,Saturday,2024-01,2024-01-13,0
449,36,2024-02-15,Completed,Italy,2024-01-03,2024,2,February,1,Thursday,2024-02,2024-02-15,0
450,96,2024-06-03,Completed,Germany,2024-01-31,2024,6,June,2,Monday,2024-06,2024-01-11,144
451,152,2024-04-22,Completed,Morocco,2023-09-15,2024,4,April,2,Monday,2024-04,2024-02-16,66
452,151,2024-08-20,Cancelled,Germany,2023-06-06,2024,8,August,3,Tuesday,2024-08,2024-02-26,176
453,190,2024-01-17,Completed,Spain,2023-10-20,2024,1,January,1,Wednesday,2024-01,2024-01-08,9
454,224,2024-12-25,Completed,France,2023-06-12,2024,12,December,4,Wednesday,2024-12,2024-01-02,358
455,37,2024-08-10,Returned,Italy,2023-08-29,2024,8,August,3,Saturday,2024-08,2024-08-02,8
456,268,2024-12-19,Completed,France,2023-05-10,2024,12,December,4,Thursday,2024-12,2024-02-14,309
457,183,2024-07-06,Returned,Italy,2023-02-24,2024,7,July,3,Saturday,2024-07,2024-07-06,0
458,13,2024-12-09,Completed,Italy,2024-02-10,2024,12,December,4,Monday,2024-12,2024-06-01,191
459,279,2024-12-30,Completed,Spain,2024-01-25,2024,12,December,4,Monday,2024-12,2024-09-25,96
460,217,2024-06-11,Completed,Italy,2023-02-01,2024,6,June,2,Tuesday,2024-06,2024-04-01,71
461,286,2024-11-21,Completed,Spain,2023-10-06,2024,11,November,4,Thursday,2024-11,2024-01-04,322
462,273,2024-03-14,Returned,Germany,2023-08-16,2024,3,March,1,Thursday,2024-03,2024-03-13,1
463,62,2024-08-20,Completed,Spain,2023-05-07,2024,8,August,3,Tuesday,2024-08,2024-03-13,160
464,84,2024-08-11,Completed,France,2023-04-06,2024,8,August,3,Sunday,2024-08,2024-06-18,54
465,217,2024-11-14,Completed,Italy,2023-02-01,2024,11,November,4,Thursday,2024-11,2024-04-01,227
466,187,2024-02-29,Completed,Morocco,2024-02-14,2024,2,February,1,Thursday,2024-02,2024-02-29,0
467,19,2024-11-30,Completed,Germany,2024-01-30,2024,11,November,4,Saturday,2024-11,2024-06-10,173
468,177,2024-08-09,Returned,Spain,2024-02-27,2024,8,August,3,Friday,2024-08,2024-03-12,150
469,100,2024-02-06,Completed,Italy,2024-02-08,2024,2,February,1,Tuesday,2024-02,2024-02-06,0
470,233,2024-10-04,Completed,Spain,2023-05-29,2024,10,October,4,Friday,2024-10,2024-01-25,253
471,76,2024-07-14,Completed,Spain,2023-02-07,2024,7,July,3,Sunday,2024-07,2024-07-14,0
472,265,2024-12-17,Completed,Italy,2023-03-29,2024,12,December,4,Tuesday,2024-12,2024-01-26,326
473,284,2024-08-29,Completed,Morocco,2023-08-22,2024,8,August,3,Thursday,2024-08,2024-06-16,74
474,206,2024-11-19,Completed,Spain,2023-12-28,2024,11,November,4,Tuesday,2024-11,2024-03-28,236
475,223,2024-08-06,Cancelled,Spain,2023-12-15,2024,8,August,3,Tuesday,2024-08,2024-02-09,179
476,52,2024-07-10,Completed,France,2023-01-21,2024,7,July,3,Wednesday,2024-07,2024-05-25,46
477,144,2024-01-17,Completed,France,2023-06-22,2024,1,January,1,Wednesday,2024-01,2024-01-09,8
478,69,2024-01-12,Completed,Germany,2024-02-13,2024,1,January,1,Friday,2024-01,2024-01-09,3
479,99,2024-07-11,Cancelled,Italy,2024-01-09,2024,7,July,3,Thursday,2024-07,2024-01-13,180
480,25,2024-01-22,Completed,Italy,2023-01-31,2024,1,January,1,Monday,2024-01,2024-01-22,0
481,53,2024-04-29,Completed,France,2023-11-04,2024,4,April,2,Monday,2024-04,2024-01-02,118
482,151,2024-07-28,Completed,Germany,2023-06-06,2024,7,July,3,Sunday,2024-07,2024-02-26,153
483,144,2024-11-01,Completed,France,2023-06-22,2024,11,November,4,Friday,2024-11,2024-01-09,297
484,57,2024-09-26,Completed,Italy,2023-11-03,2024,9,September,3,Thursday,2024-09,2024-09-26,0
485,39,2024-07-10,Completed,Morocco,2024-02-15,2024,7,July,3,Wednesday,2024-07,2024-01-10,182
486,109,2024-06-23,Completed,Italy,2023-09-02,2024,6,June,2,Sunday,2024-06,2024-06-19,4
487,181,2024-10-11,Completed,Spain,2023-10-27,2024,10,October,4,Friday,2024-10,2024-10-11,0
488,42,2024-07-22,Returned,Italy,2024-01-07,2024,7,July,3,Monday,2024-07,2024-04-07,106
489,186,2024-06-12,Cancelled,Germany,2023-01-29,2024,6,June,2,Wednesday,2024-06,2024-03-12,92
490,223,2024-09-07,Completed,Spain,2023-12-15,2024,9,September,3,Saturday,2024-09,2024-02-09,211
491,122,2024-08-14,Completed,Germany,2023-06-10,2024,8,August,3,Wednesday,2024-08,2024-03-08,159
492,133,2024-01-07,Completed,Germany,2023-05-31,2024,1,January,1,Sunday,2024-01,2024-01-07,0
493,163,2024-01-29,Completed,Spain,2023-07-27,2024,1,January,1,Monday,2024-01,2024-01-29,0
494,215,2024-02-02,Completed,Germany,2024-02-15,2024,2,February,1,Friday,2024-02,2024-02-02,0
495,221,2024-05-13,Completed,Germany,2023-09-26,2024,5,May,2,Monday,2024-05,2024-05-13,0
496,235,2024-03-19,Completed,France,2023-09-24,2024,3,March,1,Tuesday,2024-03,2024-03-19,0
497,146,2024-02-27,Cancelled,Morocco,2023-06-21,2024,2,February,1,Tuesday,2024-02,2024-01-01,57
498,239,2024-01-26,Completed,Spain,2023-07-13,2024,1,January,1,Friday,2024-01,2024-01-26,0
499,76,2024-08-13,Completed,Spain,2023-02-07,2024,8,August,3,Tuesday,2024-08,2024-07-14,30
500,9,2024-10-11,Completed,Morocco,2023-08-09,2024,10,October,4,Friday,2024-10,2024-07-18,85
501,74,2024-01-04,Completed,Morocco,2023-08-23,2024,1,January,1,Thursday,2024-01,2024-01-04,0
502,253,2024-04-08,Completed,Morocco,2023-05-19,2024,4,April,2,Monday,2024-04,2024-01-07,92
503,230,2024-02-08,Completed,Morocco,2023-02-10,2024,2,February,1,Thursday,2024-02,2024-02-08,0
504,7,2024-09-27,Completed,Spain,2024-04-07,2024,9,September,3,Friday,2024-09,2024-08-18,40
505,174,2024-10-11,Completed,Italy,2023-08-09,2024,10,October,4,Friday,2024-10,2024-05-21,143
506,141,2024-06-05,Completed,Germany,2024-05-11,2024,6,June,2,Wednesday,2024-06,2024-02-19,107
507,168,2024-03-15,Completed,France,2024-04-22,2024,3,March,1,Friday,2024-03,2024-03-15,0
508,170,2024-10-14,Cancelled,Morocco,2023-09-07,2024,10,October,4,Monday,2024-10,2024-03-01,227
509,283,2024-05-09,Cancelled,Italy,2023-01-21,2024,5,May,2,Thursday,2024-05,2024-03-04,66
510,122,2024-06-23,Cancelled,Germany,2023-06-10,2024,6,June,2,Sunday,2024-06,2024-03-08,107
511,194,2024-03-24,Completed,Morocco,2024-03-12,2024,3,March,1,Sunday,2024-03,2024-01-07,77
512,5,2024-01-22,Completed,Italy,2024-02-05,2024,1,January,1,Monday,2024-01,2024-01-22,0
513,29,2024-01-27,Returned,Germany,2023-07-26,2024,1,January,1,Saturday,2024-01,2024-01-17,10
514,165,2024-07-13,Completed,Italy,2023-04-05,2024,7,July,3,Saturday,2024-07,2024-07-13,0
515,136,2024-12-02,Completed,Spain,2023-07-01,2024,12,December,4,Monday,2024-12,2024-06-01,184
